transformTime,features,fitTime,testCount,trainCount,weightedPrecision,accuracy,weightedRecall,f1,algorithm,dataset,family,platformId,runId,mse,rmse,r2,mae,silhouette
7708.0,27.0,13102.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,0,2,,,,,
7760.0,27.0,13142.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,0,1,,,,,
7653.0,27.0,13412.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,0,0,,,,,
8807.0,27.0,14527.0,2198012.0,8801987.0,0.6443017846089003,0.6432703734101543,0.6432703734101543,0.6381186305341652,BLR,DHG,classification,1,2,,,,,
8587.0,27.0,14722.0,2198012.0,8801987.0,0.6443017846089003,0.6432703734101543,0.6432703734101543,0.6381186305341652,BLR,DHG,classification,1,1,,,,,
8743.0,27.0,14896.0,2198012.0,8801987.0,0.6443017846089003,0.6432703734101543,0.6432703734101543,0.6381186305341652,BLR,DHG,classification,1,0,,,,,
7620.0,27.0,13996.0,2199001.0,8800998.0,0.6445030067200133,0.6435640547685062,0.6435640547685062,0.6384863879641652,BLR,DHG,classification,2,0,,,,,
7603.0,27.0,13821.0,2199001.0,8800998.0,0.6445030067200133,0.6435640547685062,0.6435640547685062,0.6384863879641652,BLR,DHG,classification,2,2,,,,,
7599.0,27.0,13658.0,2199001.0,8800998.0,0.6445030067200133,0.6435640547685062,0.6435640547685062,0.6384863879641652,BLR,DHG,classification,2,1,,,,,
7474.0,27.0,14426.0,2199737.0,8800262.0,0.6441562342584464,0.6432214396539223,0.6432214396539222,0.6380540882371002,BLR,DHG,classification,3,0,,,,,
7501.0,27.0,14556.0,2199737.0,8800262.0,0.6441562342584464,0.6432214396539223,0.6432214396539222,0.6380540882371002,BLR,DHG,classification,3,2,,,,,
7529.0,27.0,14821.0,2199737.0,8800262.0,0.6441562342584464,0.6432214396539223,0.6432214396539222,0.6380540882371002,BLR,DHG,classification,3,1,,,,,
9409.0,27.0,18549.0,2197354.0,8802645.0,0.6445660087876296,0.6435253491244469,0.6435253491244469,0.6383805548934247,BLR,DHG,classification,4,1,,,,,
9621.0,27.0,18662.0,2197354.0,8802645.0,0.6445660087876296,0.6435253491244469,0.6435253491244469,0.6383805548934247,BLR,DHG,classification,4,0,,,,,
9582.0,27.0,18480.0,2197354.0,8802645.0,0.6445660087876296,0.6435253491244469,0.6435253491244469,0.6383805548934247,BLR,DHG,classification,4,2,,,,,
8228.0,27.0,14478.0,2198012.0,8801987.0,0.6443017846089003,0.6432703734101543,0.6432703734101543,0.6381186305341652,BLR,DHG,classification,5,2,,,,,
8478.0,27.0,14324.0,2198012.0,8801987.0,0.6443017846089003,0.6432703734101543,0.6432703734101543,0.6381186305341652,BLR,DHG,classification,5,1,,,,,
8367.0,27.0,14399.0,2198012.0,8801987.0,0.6443017846089003,0.6432703734101543,0.6432703734101543,0.6381186305341652,BLR,DHG,classification,5,0,,,,,
7992.0,27.0,13546.0,2197203.0,8802796.0,0.6442674736206935,0.6432623658351094,0.6432623658351094,0.6381064008142683,BLR,DHG,classification,6,1,,,,,
7669.0,27.0,13526.0,2197203.0,8802796.0,0.6442674736206935,0.6432623658351094,0.6432623658351094,0.6381064008142683,BLR,DHG,classification,6,0,,,,,
8128.0,27.0,13516.0,2197203.0,8802796.0,0.6442674736206935,0.6432623658351094,0.6432623658351094,0.6381064008142683,BLR,DHG,classification,6,2,,,,,
7536.0,27.0,13066.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,7,1,,,,,
7663.0,27.0,13194.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,7,0,,,,,
7735.0,27.0,13009.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,7,2,,,,,
7511.0,27.0,13385.0,2198222.0,8801777.0,0.6446583832990829,0.6436319898536179,0.6436319898536179,0.6384830781779516,BLR,DHG,classification,8,2,,,,,
7509.0,27.0,13195.0,2198222.0,8801777.0,0.6446583832990829,0.6436319898536179,0.6436319898536179,0.6384830781779516,BLR,DHG,classification,8,0,,,,,
7410.0,27.0,13444.0,2198222.0,8801777.0,0.6446583832990829,0.6436319898536179,0.6436319898536179,0.6384830781779516,BLR,DHG,classification,8,1,,,,,
7593.0,27.0,13269.0,2198296.0,8801703.0,0.6449157785492015,0.6438013807057831,0.6438013807057831,0.6386267715355627,BLR,DHG,classification,9,1,,,,,
7485.0,27.0,13152.0,2198296.0,8801703.0,0.6449157785492015,0.6438013807057831,0.6438013807057831,0.6386267715355627,BLR,DHG,classification,9,2,,,,,
7534.0,27.0,13321.0,2198296.0,8801703.0,0.6449157785492015,0.6438013807057831,0.6438013807057831,0.6386267715355627,BLR,DHG,classification,9,0,,,,,
7349.0,27.0,13465.0,2199150.0,8800849.0,0.6448234450870642,0.6438178387104109,0.6438178387104109,0.6386882906671559,BLR,DHG,classification,10,1,,,,,
7581.0,27.0,13353.0,2199150.0,8800849.0,0.6448234450870642,0.6438178387104109,0.6438178387104109,0.6386882906671559,BLR,DHG,classification,10,0,,,,,
7431.0,27.0,13400.0,2199150.0,8800849.0,0.6448234450870642,0.6438178387104109,0.6438178387104109,0.6386882906671559,BLR,DHG,classification,10,2,,,,,
7461.0,27.0,14033.0,2199737.0,8800262.0,0.6441562342584464,0.6432214396539223,0.6432214396539222,0.6380540882371002,BLR,DHG,classification,11,1,,,,,
7404.0,27.0,13953.0,2199737.0,8800262.0,0.6441562342584464,0.6432214396539223,0.6432214396539222,0.6380540882371002,BLR,DHG,classification,11,0,,,,,
7544.0,27.0,13649.0,2199737.0,8800262.0,0.6441562342584464,0.6432214396539223,0.6432214396539222,0.6380540882371002,BLR,DHG,classification,11,2,,,,,
7713.0,27.0,13493.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,12,2,,,,,
7671.0,27.0,13244.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,12,0,,,,,
7652.0,27.0,13058.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,12,1,,,,,
7608.0,27.0,13359.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,13,2,,,,,
7400.0,27.0,13016.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,13,0,,,,,
7572.0,27.0,13131.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,13,1,,,,,
7804.0,27.0,13182.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,14,0,,,,,
7625.0,27.0,13103.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,14,1,,,,,
7785.0,27.0,12963.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,14,2,,,,,
7697.0,27.0,13442.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,15,1,,,,,
7535.0,27.0,12883.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,15,0,,,,,
7724.0,27.0,13265.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,15,2,,,,,
7721.0,27.0,13088.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,16,0,,,,,
7438.0,27.0,13570.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,16,2,,,,,
7620.0,27.0,13165.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,16,1,,,,,
7604.0,27.0,13330.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,17,0,,,,,
7600.0,27.0,13259.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,17,1,,,,,
7817.0,27.0,13617.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,17,2,,,,,
7794.0,27.0,13479.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,18,1,,,,,
7679.0,27.0,13420.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,18,2,,,,,
7536.0,27.0,13238.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,18,0,,,,,
7779.0,27.0,13605.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,19,2,,,,,
7628.0,27.0,13167.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,19,0,,,,,
7600.0,27.0,13009.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,19,1,,,,,
7633.0,27.0,13786.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,20,2,,,,,
7735.0,27.0,13234.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,20,1,,,,,
7790.0,27.0,13904.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,20,0,,,,,
7630.0,27.0,13363.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,21,0,,,,,
7779.0,27.0,13073.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,21,2,,,,,
7668.0,27.0,13191.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,21,1,,,,,
7740.0,27.0,13048.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,22,0,,,,,
8128.0,27.0,13641.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,22,2,,,,,
7904.0,27.0,13055.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,22,1,,,,,
7789.0,27.0,13096.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,23,2,,,,,
7577.0,27.0,13253.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,23,0,,,,,
7638.0,27.0,12993.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,23,1,,,,,
7573.0,27.0,13438.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,24,1,,,,,
7729.0,27.0,13266.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,24,0,,,,,
7749.0,27.0,13182.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,24,2,,,,,
7640.0,27.0,13214.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,25,1,,,,,
7561.0,27.0,13088.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,25,2,,,,,
7556.0,27.0,13305.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,25,0,,,,,
7544.0,27.0,13298.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,26,0,,,,,
7738.0,27.0,12913.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,26,1,,,,,
7690.0,27.0,13252.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,26,2,,,,,
7744.0,27.0,12911.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,27,0,,,,,
7856.0,27.0,13448.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,27,2,,,,,
7503.0,27.0,13331.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,27,1,,,,,
7679.0,27.0,13377.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,28,1,,,,,
7556.0,27.0,13349.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,28,0,,,,,
7758.0,27.0,13311.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,28,2,,,,,
7572.0,27.0,13268.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,29,1,,,,,
7755.0,27.0,13975.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,29,0,,,,,
7498.0,27.0,13116.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,29,2,,,,,
7757.0,27.0,13219.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,30,1,,,,,
7574.0,27.0,13166.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,30,2,,,,,
7762.0,27.0,13204.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,30,0,,,,,
7487.0,27.0,13199.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,31,2,,,,,
7596.0,27.0,13137.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,31,0,,,,,
7644.0,27.0,13331.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,31,1,,,,,
7625.0,27.0,13117.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,32,2,,,,,
7568.0,27.0,13035.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,32,1,,,,,
7723.0,27.0,13010.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,32,0,,,,,
7625.0,27.0,13900.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,33,1,,,,,
7624.0,27.0,14079.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,33,0,,,,,
7571.0,27.0,13984.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,33,2,,,,,
7546.0,27.0,13062.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,34,2,,,,,
7704.0,27.0,12843.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,34,0,,,,,
7960.0,27.0,13174.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,34,1,,,,,
7603.0,27.0,13257.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,35,1,,,,,
7713.0,27.0,13036.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,35,2,,,,,
7658.0,27.0,13227.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,35,0,,,,,
7634.0,27.0,13042.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,36,2,,,,,
7804.0,27.0,13365.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,36,0,,,,,
7568.0,27.0,13135.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,36,1,,,,,
7770.0,27.0,12952.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,37,1,,,,,
7689.0,27.0,13108.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,37,2,,,,,
7558.0,27.0,13034.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,37,0,,,,,
7885.0,27.0,13159.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,38,1,,,,,
7710.0,27.0,13494.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,38,2,,,,,
7676.0,27.0,13168.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,38,0,,,,,
7533.0,27.0,13330.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,39,2,,,,,
7587.0,27.0,13333.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,39,0,,,,,
7721.0,27.0,13134.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,39,1,,,,,
7574.0,27.0,13357.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,40,2,,,,,
7647.0,27.0,13006.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,40,0,,,,,
7792.0,27.0,13298.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,40,1,,,,,
7622.0,27.0,13269.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,41,1,,,,,
7465.0,27.0,13101.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,41,0,,,,,
7589.0,27.0,13130.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,41,2,,,,,
7833.0,27.0,13123.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,42,2,,,,,
7465.0,27.0,13148.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,42,1,,,,,
7638.0,27.0,13461.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,42,0,,,,,
7453.0,27.0,12969.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,43,2,,,,,
7567.0,27.0,13224.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,43,0,,,,,
7660.0,27.0,13072.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,43,1,,,,,
7427.0,27.0,13364.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,44,2,,,,,
7628.0,27.0,13328.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,44,0,,,,,
7634.0,27.0,13320.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,44,1,,,,,
7608.0,27.0,13172.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,45,0,,,,,
7617.0,27.0,13224.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,45,1,,,,,
7567.0,27.0,13231.0,2197869.0,8802130.0,0.6444475674745115,0.6433754696026014,0.6433754696026014,0.6382369575335685,BLR,DHG,classification,45,2,,,,,
